,0,1,2,3,4,5,6
645,would,MD,B-VP,o,o,o,o
646,be,VB,I-VP,o,o,o,o
647,:,:,o,o,o,o,o
648,*,SYM,B-LST,o,o,o,o
649,Formulating,VBG,B-VP,o,o,o,o
650,the,DT,B-NP,o,o,o,o
651,National,NNP,I-NP,o,o,o,o
652,Policy,NNP,I-NP,o,o,o,o
653,on,IN,B-PP,o,o,o,o
654,Education,NNP,B-NP,o,o,o,o
655,and,CC,I-NP,o,o,o,o
656,to,TO,B-VP,o,o,o,o
657,ensure,VB,I-VP,o,o,o,o
658,that,IN,B-SBAR,o,o,o,o
659,it,PRP,B-NP,o,o,o,o
660,is,VBZ,B-VP,o,o,o,o
661,implemented,VBN,I-VP,o,o,o,o
662,in,IN,B-PP,o,o,o,o
663,letter,NN,B-NP,o,o,o,o
664,and,CC,I-NP,o,o,o,o
665,spirit,NN,I-NP,o,o,o,o
666,*,SYM,I-NP,o,o,o,o
667,Planned,NNP,B-NP,o,o,o,o
668,development,NN,I-NP,o,o,o,o
669,",",",",o,o,o,o,o
670,including,VBG,B-PP,o,o,o,o
671,expanding,VBG,B-VP,o,o,o,o
672,access,NN,B-NP,o,o,o,o
673,and,CC,I-NP,o,o,o,o
674,improving,VBG,B-VP,o,o,o,o
675,quality,NN,B-NP,o,o,o,o
676,of,IN,B-PP,o,o,o,o
677,the,DT,B-NP,o,o,o,o
678,educational,JJ,I-NP,o,o,o,o
679,institutions,NNS,I-NP,o,o,o,o
680,throughout,IN,B-PP,o,o,o,o
681,the,DT,B-NP,o,o,o,o
682,country,NN,I-NP,o,o,o,o
683,",",",",o,o,o,o,o
684,including,VBG,B-PP,o,o,o,o
685,in,IN,B-PP,o,o,o,o
686,the,DT,B-NP,o,o,o,o
687,regions,NNS,I-NP,o,o,o,o
688,where,WRB,B-ADVP,o,o,o,o
689,people,NNS,B-NP,o,o,o,o
690,do,VBP,B-VP,o,o,o,o
691,not,RB,I-VP,o,o,o,o
692,have,VB,I-VP,o,o,o,o
693,easy,JJ,B-NP,o,o,o,o
694,access,NN,I-NP,o,o,o,o
695,to,TO,B-PP,o,o,o,o
696,education.,VB,B-NP,o,o,o,o
697,*,SYM,I-NP,o,o,o,o
698,Paying,VBG,B-VP,o,o,o,o
699,special,JJ,B-NP,o,o,o,o
700,attention,NN,I-NP,o,o,o,o
701,to,TO,B-PP,o,o,o,o
702,disadvantaged,JJ,B-NP,o,o,o,o
703,groups,NNS,I-NP,o,o,o,o
704,like,IN,B-PP,o,o,o,o
705,the,DT,B-NP,o,o,o,o
706,poor,NN,I-NP,o,o,o,o
707,",",",",o,o,o,o,o
708,females,NNS,B-NP,o,o,o,o
709,and,CC,I-NP,o,o,o,o
710,the,DT,B-NP,o,o,o,o
711,minorities,NNS,I-NP,o,o,o,o
712,*,SYM,I-NP,o,o,o,o
713,Provide,VB,B-VP,o,o,o,o
714,financial,JJ,B-NP,o,o,o,o
715,help,NN,I-NP,o,o,o,o
716,in,IN,B-PP,o,o,o,o
717,the,DT,B-NP,o,o,o,o
718,form,NN,I-NP,o,o,o,o
719,of,IN,B-PP,o,o,o,o
720,scholarships,NNS,B-NP,o,o,o,o
721,",",",",o,o,o,o,o
722,loan,NN,B-NP,o,o,o,o
723,subsidy,NN,I-NP,o,o,o,o
724,",",",",o,o,o,o,o
725,etc,FW,B-NP,o,o,o,o
726,to,TO,B-PP,o,o,o,o
727,deserving,JJ,B-NP,o,o,o,o
728,students,NNS,I-NP,o,o,o,o
729,from,IN,B-PP,o,o,o,o
730,deprived,VBN,B-NP,o,o,o,o
731,sections,NNS,I-NP,o,o,o,o
732,of,IN,B-PP,o,o,o,o
733,the,DT,B-NP,o,o,o,o
734,society.,JJ,I-NP,o,o,o,o
735,*,SYM,I-NP,o,o,o,o
736,Encouraging,VBG,B-VP,o,o,o,o
737,international,JJ,B-NP,o,o,o,o
738,cooperation,NN,I-NP,o,o,o,o
739,in,IN,B-PP,o,o,o,o
740,the,DT,B-NP,o,o,o,o
741,field,NN,I-NP,o,o,o,o
742,of,IN,B-PP,o,o,o,o
743,education,NN,B-NP,o,o,o,o
744,",",",",o,o,o,o,o
745,including,VBG,B-PP,o,o,o,o
746,working,VBG,B-VP,o,o,o,o
747,closely,RB,B-ADVP,o,o,o,o
748,with,IN,B-PP,o,o,o,o
749,the,DT,B-NP,o,o,o,o
750,UNESCO,NNP,I-NP,B-ORG,U-ORG,o,o
751,and,CC,I-NP,o,o,o,o
752,foreign,JJ,B-NP,o,o,o,o
753,governments,NNS,I-NP,o,o,o,o
754,as,RB,B-CONJP,o,o,o,o
755,well,RB,I-CONJP,o,o,o,o
756,as,IN,I-CONJP,o,o,o,o
757,Universities,NNS,B-NP,o,o,o,o
758,",",",",o,o,o,o,o
759,to,TO,B-VP,o,o,o,o
760,enhance,VB,I-VP,o,o,o,o
761,the,DT,B-NP,o,o,o,o
762,educational,JJ,I-NP,o,o,o,o
763,opportunities,NNS,I-NP,o,o,o,o
764,in,IN,B-PP,o,o,o,o
765,the,DT,B-NP,o,o,o,o
766,country,NN,I-NP,o,o,o,o
767,.,.,o,o,o,o,o
768,,,,,,,
769,URL,NNP,B-NP,o,o,o,o
770,:,:,o,o,o,o,o
771,http,NN,B-NP,o,o,o,o
772,:,:,o,o,o,o,o
773,/,SYM,B-NP,o,o,o,o
774,/,SYM,I-NP,o,o,o,o
775,fireservices,NNS,I-NP,o,o,o,o
776,.,.,o,o,o,o,o
777,,,,,,,
778,ap.gov.in,CD,B-NP,o,o,o,o
779,/,SYM,I-NP,o,o,o,o
780,Time,NNP,I-NP,o,o,o,o
781,:,:,o,o,o,o,o
782,12,CD,B-NP,o,o,o,o
783,.,.,o,o,o,o,o
784,,,,,,,
785,15,CD,B-NP,o,o,o,o
786,P.M,NNP,I-NP,o,o,o,o
787,Welcome,NNP,I-NP,o,o,o,o
788,to,TO,B-PP,o,o,o,o
789,Andhra,NNP,B-NP,B-ORG,B-ORG,B-STATE,o
790,Pradesh,NNP,I-NP,I-ORG,I-ORG,I-STATE,o
791,Fire,NNP,I-NP,I-ORG,I-ORG,o,o
792,Service,NNP,I-NP,I-ORG,I-ORG,o,o
793,Department,NNP,I-NP,I-ORG,L-ORG,o,o
794,portal,NN,I-NP,o,o,o,o
795,and,CC,I-NP,o,o,o,o
796,know,VB,B-VP,o,o,o,o
797,about,IN,B-PP,o,o,o,o
798,the,DT,B-NP,o,o,o,o
799,services,NNS,I-NP,o,o,o,o
800,provided,VBN,B-VP,o,o,o,o
801,by,IN,B-PP,o,o,o,o
802,us.,CD,B-NP,o,o,o,o
803,Brief,NNP,I-NP,o,o,o,o
804,Description,NNP,I-NP,o,o,o,o
805,about,IN,B-PP,o,o,o,o
806,us,PRP,B-NP,o,o,o,o
807,Andhra,NNP,B-NP,B-ORG,B-ORG,B-STATE,o
808,Pradesh,NNP,I-NP,I-ORG,I-ORG,I-STATE,o
809,Fire,NNP,I-NP,I-ORG,I-ORG,o,o
810,Service,NNP,I-NP,I-ORG,I-ORG,o,o
811,Department,NNP,I-NP,I-ORG,L-ORG,o,o
812,is,VBZ,B-VP,o,o,o,o
813,a,DT,B-NP,o,o,o,o
814,humanitarian,JJ,I-NP,o,o,o,o
815,service,NN,I-NP,o,o,o,o
816,dedicated,VBN,B-VP,o,o,o,o
817,to,TO,B-PP,o,o,o,o
818,saving,VBG,B-VP,o,o,o,o
819,of,IN,B-PP,o,o,o,o
820,life,NN,B-NP,o,o,o,o
821,and,CC,I-NP,o,o,o,o
822,property,NN,I-NP,o,o,o,o
823,of,IN,B-PP,o,o,o,o
824,the,DT,B-NP,o,o,o,o
825,public,NN,I-NP,o,o,o,o
826,.,.,o,o,o,o,o
827,,,,,,,
828,It,PRP,B-NP,o,o,o,o
829,is,VBZ,B-VP,o,o,o,o
830,one,CD,B-NP,B-COUNT,U-COUNT,o,o
831,of,IN,B-PP,o,o,o,o
832,the,DT,B-NP,o,o,o,o
833,largest,JJS,I-NP,o,o,o,o
834,Fire,NNP,I-NP,o,o,o,o
835,Brigade,NNP,I-NP,o,o,o,o
836,networks,NNS,I-NP,o,o,o,o
837,in,IN,B-PP,o,o,o,o
838,India,NNP,B-NP,B-GPE,U-GPE,o,o
839,",",",",o,o,o,o,o
840,started,VBD,B-VP,o,o,o,o
841,on,IN,B-PP,o,o,o,o
842,first,JJ,B-NP,B-DATE,B-DATE,o,o
843,November,NNP,I-NP,I-DATE,I-DATE,B-MONTH,o
844,",",",",o,I-DATE,I-DATE,o,o
845,1956,CD,B-NP,I-DATE,L-DATE,B-YEAR,o
846,.,.,o,o,o,o,o
847,,,,,,,
848,The,DT,B-NP,o,o,o,o
849,main,JJ,I-NP,o,o,o,o
850,activities,NNS,I-NP,o,o,o,o
851,of,IN,B-PP,o,o,o,o
852,Fire,NNP,B-NP,o,o,o,o
853,Service,NNP,I-NP,o,o,o,o
854,Department,NNP,I-NP,o,o,o,o
855,are,VBP,B-VP,o,o,o,o
856,Ø,VBG,I-VP,o,o,o,o
857,Preventing,VBG,I-VP,o,o,o,o
858,loss,NN,B-NP,o,o,o,o
859,of,IN,B-PP,o,o,o,o
860,life,NN,B-NP,o,o,o,o
861,and,CC,I-NP,o,o,o,o
862,property,NN,I-NP,o,o,o,o
863,when,WRB,B-ADVP,o,o,o,o
864,the,DT,B-NP,o,o,o,o
865,Fire,NNP,I-NP,o,o,o,o
866,outbreaks,NNS,I-NP,o,o,o,o
867,",",",",o,o,o,o,o
868,disasters,NNS,B-NP,o,o,o,o
869,occur,VBP,B-VP,o,o,o,o
870,.,.,o,o,o,o,o
871,,,,,,,
872,Ø,NNP,B-NP,o,o,o,o
873,Undertake,NNP,I-NP,o,o,o,o
874,rescue,NN,I-NP,o,o,o,o
875,operations,NNS,I-NP,o,o,o,o
876,when,WRB,B-ADVP,o,o,o,o
877,fire,NN,B-NP,o,o,o,o
878,outbreaks,NNS,I-NP,o,o,o,o
879,and,CC,B-PP,o,o,o,o
880,during,IN,B-PP,o,o,o,o
881,emergencies,NNS,B-NP,o,o,o,o
882,.,.,o,o,o,o,o
883,,,,,,,
884,Ø,NN,B-NP,o,o,o,o
885,Providing,VBG,B-VP,o,o,o,o
886,fire,NN,B-NP,o,o,o,o
887,safety,NN,I-NP,o,o,o,o
888,awarenesss,NN,I-NP,o,o,o,o
889,Ø,NN,I-NP,o,o,o,o
890,Providing,VBG,B-VP,o,o,o,o
891,standby,JJ,B-ADJP,o,o,o,o
892,at,IN,B-PP,o,o,o,o
893,large,JJ,B-NP,o,o,o,o
894,gatherings,NNS,I-NP,o,o,o,o
895,at,IN,B-PP,o,o,o,o
896,a,DT,B-NP,o,o,o,o
897,reasonable,JJ,I-NP,o,o,o,o
898,cost.,JJ,I-NP,o,o,o,o
899,Ø,NN,I-NP,o,o,o,o
900,Providing,VBG,I-NP,o,o,o,o
901,training,NN,I-NP,o,o,o,o
902,for,IN,B-PP,o,o,o,o
903,fire,NN,B-NP,o,o,o,o
904,fighting,VBG,B-VP,o,o,o,o
905,and,CC,I-VP,o,o,o,o
906,rescue,NN,B-NP,o,o,o,o
907,operations,NNS,I-NP,o,o,o,o
908,Important,NNP,I-NP,o,o,o,o
909,Dates,NNP,I-NP,o,o,o,o
910,&,CC,I-NP,o,o,o,o
911,Events,NNS,I-NP,o,o,o,o
912,,,,,,,
913,Fire,NNP,B-NP,o,o,o,o
914,Service,NNP,I-NP,o,o,o,o
915,week,NN,I-NP,o,o,o,o
916,is,VBZ,B-VP,o,o,o,o
917,observed,VBN,I-VP,o,o,o,o
918,from,IN,B-PP,o,o,o,o
919,14th,NNP,B-NP,B-PERIOD,B-PERIOD,B-DATE,o
920,April,NNP,I-NP,I-PERIOD,I-PERIOD,I-DATE,B-MONTH
921,to,TO,B-PP,I-PERIOD,I-PERIOD,o,o
922,20th,NNP,B-NP,I-PERIOD,I-PERIOD,B-DATE,o
923,April,NNP,I-NP,I-PERIOD,L-PERIOD,I-DATE,B-MONTH
924,of,IN,B-PP,o,o,o,o
925,every,DT,B-NP,o,o,o,o
926,year,NN,I-NP,o,o,o,o
927,Fire,NNP,I-NP,B-DAY,B-DAY,o,o
928,Service,NNP,I-NP,I-DAY,I-DAY,o,o
929,Day,NNP,I-NP,I-DAY,L-DAY,o,o
930,is,VBZ,B-VP,o,o,o,o
931,observed,VBN,I-VP,o,o,o,o
932,on,IN,B-PP,o,o,o,o
933,April,NNP,B-NP,B-DATE,B-DATE,o,o
934,14th,NN,I-NP,I-DATE,L-DATE,o,o
935,of,IN,B-PP,o,o,o,o
936,every,DT,B-NP,o,o,o,o
937,year,NN,I-NP,o,o,o,o
938,GuidLines,NNP,B-NP,o,o,o,o
939,for,IN,B-PP,o,o,o,o
940,Mock,NNP,B-NP,o,o,o,o
941,Fire,NNP,I-NP,o,o,o,o
942,Drills,NNP,I-NP,o,o,o,o
943,,,,,,,
944,¤,JJ,B-NP,o,o,o,o
945,Hospitals,NNS,I-NP,o,o,o,o
946,¤,VBP,B-VP,o,o,o,o
947,Educational,NNP,B-NP,o,o,o,o
948,Institutions,NNS,I-NP,o,o,o,o
949,,,,,,,
950,¤,NNP,B-NP,o,o,o,o
951,Appartment,NNP,I-NP,o,o,o,o
952,Buildings,NNS,I-NP,o,o,o,o
953,,,,,,,
954,¤,NNP,B-NP,o,o,o,o
955,Commercial,NNP,I-NP,o,o,o,o
956,Buildings,NNS,I-NP,o,o,o,o
957,(,(,o,o,o,o,o
958,Malls,NNP,B-NP,o,o,o,o
959,",",",",o,o,o,o,o
960,Hotels,NNPS,B-NP,o,o,o,o
961,",",",",o,o,o,o,o
962,Departmental,NNP,B-NP,o,o,o,o
963,Stores,NNPS,I-NP,o,o,o,o
964,),SYM,I-NP,o,o,o,o
965,¤,NNP,B-NP,o,o,o,o
966,Business,NNP,I-NP,o,o,o,o
967,(,(,o,o,o,o,o
968,Offices,NNS,B-NP,o,o,o,o
969,",",",",o,o,o,o,o
970,Banks,NNP,B-NP,o,o,o,o
971,",",",",o,o,o,o,o
972,I.T,NNP,B-NP,o,o,o,o
973,),SYM,I-NP,o,o,o,o
974,Buildings,NNS,B-NP,o,o,o,o
975,.,.,o,o,o,o,o
976,,,,,,,
977,URL,NNP,B-NP,o,o,o,o
978,:,:,o,o,o,o,o
979,http,NN,B-NP,o,o,o,o
980,:,:,o,o,o,o,o
981,/,SYM,B-NP,o,o,o,o
982,/,SYM,I-NP,o,o,o,o
983,www.delhi.gov.in,JJ,I-NP,o,o,o,o
984,/,SYM,I-NP,o,o,o,o
985,wps,NNS,I-NP,o,o,o,o
986,/,SYM,I-NP,o,o,o,o
987,wcm,NN,I-NP,o,o,o,o
988,/,SYM,I-NP,o,o,o,o
989,connect,VB,B-VP,o,o,o,o
990,/,SYM,B-NP,o,o,o,o
991,doit,NN,I-NP,o,o,o,o
992,_,NN,I-NP,o,o,o,o
993,fire,NN,I-NP,o,o,o,o
994,/,SYM,I-NP,o,o,o,o
995,FIRE,NNP,I-NP,o,o,o,o
996,/,SYM,I-NP,o,o,o,o
997,Home,NNP,I-NP,o,o,o,o
998,/,SYM,I-NP,o,o,o,o
999,About,IN,B-PP,o,o,o,o
1000,+,SYM,I-PP,o,o,o,o
1001,Us,NNP,B-NP,o,o,o,o
1002,/,SYM,I-NP,o,o,o,o
1003,History,NNP,I-NP,o,o,o,o
1004,Time,NNP,I-NP,o,o,o,o
1005,:,:,o,o,o,o,o
1006,12,CD,B-NP,o,o,o,o
1007,.,.,o,o,o,o,o
1008,,,,,,,
1009,35,CD,B-NP,o,o,o,o
1010,P.M,NNP,I-NP,o,o,o,o
1011,Delhi,NNP,I-NP,B-ORG,B-ORG,B-CITY,o
1012,Fire,NNP,I-NP,I-ORG,I-ORG,o,o
1013,Service,NNP,I-NP,I-ORG,L-ORG,o,o
1014,came,VBD,B-VP,o,o,o,o
1015,into,IN,B-PP,o,o,o,o
1016,existence,NN,B-NP,o,o,o,o
1017,in,IN,B-PP,o,o,o,o
1018,the,DT,B-NP,o,o,o,o
1019,year,NN,I-NP,o,o,o,o
1020,1942,CD,I-NP,B-YEAR,U-YEAR,o,o
1021,after,IN,B-PP,o,o,o,o
1022,amalgamation,NN,B-NP,o,o,o,o
1023,of,IN,B-PP,o,o,o,o
1024,2,CD,B-NP,B-COUNT,U-COUNT,o,o
1025,fire,NN,I-NP,o,o,o,o
1026,stations,NNS,I-NP,o,o,o,o
1027,",",",",o,o,o,o,o
1028,which,WDT,B-NP,o,o,o,o
1029,were,VBD,B-VP,o,o,o,o
1030,separately,RB,I-VP,o,o,o,o
1031,functioning,VBG,I-VP,o,o,o,o
1032,under,IN,B-PP,o,o,o,o
1033,the,DT,B-NP,o,o,o,o
1034,control,NN,I-NP,o,o,o,o
1035,of,IN,B-PP,o,o,o,o
1036,Delhi,NNP,B-NP,B-ORG,B-ORG,B-CITY,o
1037,Municipal,NNP,I-NP,I-ORG,I-ORG,o,o
1038,Committee,NNP,I-NP,I-ORG,L-ORG,o,o
1039,and,CC,I-NP,o,o,o,o
1040,New,NNP,B-NP,B-ORG,B-ORG,B-CITY,o
1041,Delhi,NNP,I-NP,I-ORG,I-ORG,I-CITY,o
1042,Municipal,NNP,I-NP,I-ORG,I-ORG,o,o
1043,Committee,NNP,I-NP,I-ORG,L-ORG,o,o
1044,.,.,o,o,o,o,o
1045,,,,,,,
1046,After,IN,B-PP,o,o,o,o
1047,the,DT,B-NP,o,o,o,o
1048,World,NNP,I-NP,o,o,o,o
1049,War-II,NNP,I-NP,o,o,o,o
1050,",",",",o,o,o,o,o
1051,the,DT,B-NP,o,o,o,o
1052,establishment,NN,I-NP,o,o,o,o
1053,of,IN,B-PP,o,o,o,o
1054,Delhi,NNP,B-NP,B-ORG,B-ORG,B-CITY,o
1055,Fire,NNP,I-NP,I-ORG,I-ORG,o,o
1056,Service,NNP,I-NP,I-ORG,L-ORG,o,o
1057,was,VBD,B-VP,o,o,o,o
1058,approved,VBN,I-VP,o,o,o,o
1059,as,IN,B-PP,o,o,o,o
1060,a,DT,B-NP,o,o,o,o
1061,provincial,JJ,I-NP,o,o,o,o
1062,force,NN,I-NP,o,o,o,o
1063,.,.,o,o,o,o,o
1064,,,,,,,
1065,At,IN,B-PP,o,o,o,o
1066,that,DT,B-NP,o,o,o,o
1067,time,NN,I-NP,o,o,o,o
1068,",",",",o,o,o,o,o
1069,Delhi,NNP,B-NP,B-ORG,B-ORG,B-CITY,o
1070,Fire,NNP,I-NP,I-ORG,I-ORG,o,o
1071,Service,NNP,I-NP,I-ORG,L-ORG,o,o
1072,had,VBD,B-VP,o,o,o,o
1073,in,IN,B-PP,o,o,o,o
1074,all,DT,B-NP,o,o,o,o
1075,4,CD,I-NP,B-COUNT,U-COUNT,o,o
1076,fire,NN,I-NP,o,o,o,o
1077,stations,NNS,I-NP,o,o,o,o
1078,with14,JJ,B-NP,o,o,o,o
1079,appliances,NNS,I-NP,o,o,o,o
1080,and,CC,I-NP,o,o,o,o
1081,total,JJ,B-NP,o,o,o,o
1082,staff,NN,I-NP,o,o,o,o
1083,numbering,VBG,B-VP,o,o,o,o
1084,to,TO,B-PP,o,o,o,o
1085,186,CD,B-NP,B-COUNT,U-COUNT,o,o
1086,only.,CD,I-NP,o,o,o,o
1087,After,IN,B-PP,o,o,o,o
1088,the,DT,B-NP,o,o,o,o
1089,partition,NN,I-NP,o,o,o,o
1090,of,IN,B-PP,o,o,o,o
1091,the,DT,B-NP,o,o,o,o
1092,country,NN,I-NP,o,o,o,o
1093,in,IN,B-PP,o,o,o,o
1094,August,NNP,B-NP,B-DATE,B-DATE,B-MONTH,o
1095,1947,CD,I-NP,I-DATE,L-DATE,B-YEAR,o
1096,and,CC,I-NP,o,o,o,o
1097,subsequent,JJ,B-NP,o,o,o,o
1098,disturbance,NN,I-NP,o,o,o,o
1099,",",",",o,o,o,o,o
1100,the,DT,B-NP,o,o,o,o
1101,in,NN,I-NP,o,o,o,o
1102,adequate,JJ,B-ADJP,o,o,o,o
1103,of,IN,B-PP,o,o,o,o
1104,fire,NN,B-NP,o,o,o,o
1105,service,NN,I-NP,o,o,o,o
1106,came,VBD,B-VP,o,o,o,o
1107,to,TO,I-VP,o,o,o,o
1108,light,VB,I-VP,o,o,o,o
1109,and,CC,I-VP,o,o,o,o
1110,certain,JJ,B-NP,o,o,o,o
1111,steps,NNS,I-NP,o,o,o,o
1112,were,VBD,B-VP,o,o,o,o
1113,initiated,VBN,I-VP,o,o,o,o
1114,to,TO,I-VP,o,o,o,o
1115,improve,VB,I-VP,o,o,o,o
1116,the,DT,B-NP,o,o,o,o
1117,fire,NN,I-NP,o,o,o,o
1118,service,NN,I-NP,o,o,o,o
1119,.,.,o,o,o,o,o
1120,,,,,,,
1121,The,DT,B-NP,o,o,o,o
1122,fire,NN,I-NP,o,o,o,o
1123,Station,NNP,B-NP,o,o,o,o
1124,at,IN,B-PP,o,o,o,o
1125,Connaught,NNP,B-NP,B-ORG,B-ORG,o,o
1126,Circus,NNP,I-NP,I-ORG,L-ORG,o,o
1127,was,VBD,B-VP,o,o,o,o
1128,built,VBN,I-VP,o,o,o,o
1129,on,IN,B-PP,o,o,o,o
1130,modern,JJ,B-NP,o,o,o,o
1131,lines,NNS,I-NP,o,o,o,o
1132,in,IN,B-PP,o,o,o,o
1133,the,DT,B-NP,o,o,o,o
1134,year,NN,I-NP,o,o,o,o
1135,1952,CD,I-NP,B-YEAR,U-YEAR,o,o
1136,.,.,o,o,o,o,o
1137,,,,,,,
1138,The,DT,B-NP,o,o,o,o
1139,radio,NN,I-NP,o,o,o,o
1140,communication,NN,I-NP,o,o,o,o
1141,was,VBD,B-VP,o,o,o,o
1142,first,JJ,B-NP,o,o,o,o
1143,time,NN,I-NP,o,o,o,o
1144,introduced,VBN,B-VP,o,o,o,o
1145,in,IN,B-PP,o,o,o,o
1146,Delhi,NNP,B-NP,B-ORG,B-ORG,B-CITY,o
1147,Fire,NNP,I-NP,I-ORG,I-ORG,o,o
1148,Service,NNP,I-NP,I-ORG,L-ORG,o,o
1149,in,IN,B-PP,o,o,o,o
1150,1954,CD,B-NP,B-YEAR,U-YEAR,o,o
1151,.,.,o,o,o,o,o
1152,,,,,,,
1153,There,EX,B-NP,o,o,o,o
1154,was,VBD,B-VP,o,o,o,o
1155,no,DT,B-NP,o,o,o,o
1156,planned,VBN,I-NP,o,o,o,o
1157,expansion,NN,I-NP,o,o,o,o
1158,carried,VBD,B-VP,o,o,o,o
1159,out,IN,B-PP,o,o,o,o
1160,at,IN,B-PP,o,o,o,o
1161,any,DT,B-NP,o,o,o,o
1162,stage,NN,I-NP,o,o,o,o
1163,and,CC,I-NP,o,o,o,o
1164,some,DT,B-NP,o,o,o,o
1165,adhoc,NN,I-NP,o,o,o,o
1166,measures,NNS,I-NP,o,o,o,o
1167,were,VBD,B-VP,o,o,o,o
1168,taken,VBN,I-VP,o,o,o,o
1169,to,TO,I-VP,o,o,o,o
1170,reinforce,VB,I-VP,o,o,o,o
1171,the,DT,B-NP,o,o,o,o
1172,fire,NN,I-NP,o,o,o,o
1173,service,NN,I-NP,o,o,o,o
1174,time,NN,I-NP,o,o,o,o
1175,to,TO,B-VP,o,o,o,o
1176,time,VB,I-VP,o,o,o,o
1177,whenever,WRB,B-ADVP,o,o,o,o
1178,any,DT,B-NP,o,o,o,o
1179,big,JJ,I-NP,o,o,o,o
1180,fire,NN,I-NP,o,o,o,o
1181,incidents,NNS,I-NP,o,o,o,o
1182,occurred,VBD,B-VP,o,o,o,o
1183,.,.,o,o,o,o,o
1184,,,,,,,
1185,In,IN,B-PP,o,o,o,o
1186,the,DT,B-NP,o,o,o,o
1187,year,NN,I-NP,o,o,o,o
1188,1970,CD,I-NP,B-YEAR,U-YEAR,o,o
1189,",",",",o,o,o,o,o
1190,Delhi,NNP,B-NP,B-ORG,B-ORG,B-CITY,o
1191,Fire,NNP,I-NP,I-ORG,I-ORG,o,o
1192,Service,NNP,I-NP,I-ORG,L-ORG,o,o
1193,had,VBD,B-VP,o,o,o,o
1194,14,CD,B-NP,B-COUNT,U-COUNT,o,o
1195,fire,NN,I-NP,o,o,o,o
1196,stations,NNS,I-NP,o,o,o,o
1197,including,VBG,B-PP,o,o,o,o
1198,Training,NNP,B-NP,o,o,o,o
1199,Centre,NNP,I-NP,o,o,o,o
1200,and,CC,I-NP,o,o,o,o
1201,Headquarters,NNP,B-NP,o,o,o,o
1202,.,.,o,o,o,o,o
1203,,,,,,,
1204,The,DT,B-NP,o,o,o,o
1205,total,JJ,I-NP,o,o,o,o
1206,number,NN,I-NP,o,o,o,o
1207,of,IN,B-PP,o,o,o,o
1208,fire,NN,B-NP,o,o,o,o
1209,stations,NNS,I-NP,o,o,o,o
1210,as,IN,B-PP,o,o,o,o
1211,on,IN,B-PP,o,o,o,o
1212,date,NN,B-NP,o,o,o,o
1213,has,VBZ,B-VP,o,o,o,o
1214,come,VBN,I-VP,o,o,o,o
1215,to,TO,B-PP,o,o,o,o
1216,36,CD,B-NP,B-COUNT,U-COUNT,o,o
1217,with,IN,B-PP,o,o,o,o
1218,2002,CD,B-NP,B-YEAR,U-YEAR,o,o
1219,fire,NN,I-NP,o,o,o,o
1220,service,NN,I-NP,o,o,o,o
1221,personnel,NNS,I-NP,o,o,o,o
1222,working,VBG,B-VP,o,o,o,o
1223,round,NN,B-NP,o,o,o,o
1224,the,DT,B-NP,o,o,o,o
1225,clock,NN,I-NP,o,o,o,o
1226,.,.,o,o,o,o,o
1227,,,,,,,
1228,Three,CD,B-NP,B-COUNT,U-COUNT,o,o
1229,fire,NN,I-NP,o,o,o,o
1230,stations,NNS,I-NP,o,o,o,o
1231,are,VBP,B-VP,o,o,o,o
1232,invarious,JJ,B-NP,o,o,o,o
1233,stages,NNS,I-NP,o,o,o,o
1234,of,IN,B-PP,o,o,o,o
1235,construction,NN,B-NP,o,o,o,o
1236,.,.,o,o,o,o,o
1237,,,,,,,
1238,The,DT,B-NP,o,o,o,o
1239,administrative,JJ,I-NP,o,o,o,o
1240,control,NN,I-NP,o,o,o,o
1241,of,IN,B-PP,o,o,o,o
1242,Delhi,NNP,B-NP,B-ORG,B-ORG,B-CITY,o
1243,Fire,NNP,I-NP,I-ORG,I-ORG,o,o
1244,Service,NNP,I-NP,I-ORG,L-ORG,o,o
1245,",",",",o,o,o,o,o
1246,which,WDT,B-NP,o,o,o,o
1247,was,VBD,B-VP,o,o,o,o
1248,previously,RB,B-ADVP,o,o,o,o
1249,with,IN,B-PP,o,o,o,o
1250,Municipal,NNP,B-NP,B-ORG,B-ORG,o,o
1251,Corporation,NNP,I-NP,I-ORG,I-ORG,o,o
1252,of,IN,B-PP,I-ORG,I-ORG,o,o
1253,Delhi,NNP,B-NP,I-ORG,L-ORG,B-CITY,o
1254,",",",",o,o,o,o,o
1255,rests,VBZ,B-VP,o,o,o,o
1256,with,IN,B-PP,o,o,o,o
1257,the,DT,B-NP,o,o,o,o
1258,Govt.,NNP,I-NP,B-ORG,B-ORG,o,o
1259,of,IN,B-PP,I-ORG,I-ORG,o,o
1260,National,NNP,B-NP,I-ORG,I-ORG,o,o
1261,Capital,NNP,I-NP,I-ORG,I-ORG,o,o
1262,Territory,NNP,I-NP,I-ORG,I-ORG,o,o
1263,of,IN,B-PP,I-ORG,I-ORG,o,o
1264,Delhi,NNP,B-NP,I-ORG,L-ORG,B-CITY,o
1265,since,IN,B-PP,o,o,o,o
1266,10th,NNP,B-NP,B-DATE,B-DATE,o,o
1267,November,NNP,I-NP,I-DATE,L-DATE,B-MONTH,o
1268,",",",",o,o,o,o,o
1269,1994,CD,B-NP,B-YEAR,U-YEAR,o,o
1270,.,.,o,o,o,o,o
1271,,,,,,,
1272,The,DT,B-NP,o,o,o,o
